Database,Table,Col #,Column,Data Type,Nullable,Key,Default,Extra,Charset,Collation,Comment
ps_rpt,studentgroups_v,3,studentgroupsourcekey,varchar(5),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,studentgroups_v,4,descrshort,varchar(10),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentgroups_v,5,studentgroup,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentgroups_v,6,groupstartdate,date,YES,,,,,,
ps_rpt,studentgroups_v,7,groupenddate,date,YES,,,,,,
ps_rpt,studentgroups_v,8,dt,datetime,YES,,,,,,
ps_rpt,studentgroups_v,9,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
ps_rpt,studentplan_v,1,termsourcekey,varchar(4),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,2,employeeid,varchar(8),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,3,academiclevelsourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,4,citizenshipsourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,5,cumulativecreditsattempted,"float(8,3)",YES,,,,,,
ps_rpt,studentplan_v,6,cumulativecreditsearned,"float(8,3)",YES,,,,,,
ps_rpt,studentplan_v,7,cumulativegpa,"float(8,3)",YES,,,,,,
ps_rpt,studentplan_v,8,declaredate,date,YES,,,,,,
ps_rpt,studentplan_v,9,enrolledindicator,varchar(25),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,10,expectedgraduationterm,varchar(27),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,11,expectedgradtermsourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,12,fullyenrolleddate,date,YES,,,,,,
ps_rpt,studentplan_v,13,gendersourcekey,varchar(1),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,14,gpacumulativeband,varchar(11),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,15,gpatermband,varchar(11),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,16,graduationapplystatussourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,17,major,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,18,majorsourcekey,varchar(10),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,19,plan,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,20,plansourcekey,varchar(10),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,21,primaryacademicgroupsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,22,programsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,23,programstatussourcekey,varchar(2),YES,MUL,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,24,starttermforinstsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,25,starttermformajorsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,26,starttermforprogramsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentplan_v,27,dt,datetime,YES,,,,,,
ps_rpt,studentplan_v,28,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
ps_rpt,studentterm_v,1,termsourcekey,varchar(4),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,2,employeeid,varchar(8),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,3,academiclevelsourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,4,citizenshipsourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,5,cumulativecreditsattempted,"float(8,3)",YES,,,,,,
ps_rpt,studentterm_v,6,cumulativecreditsearned,"float(8,3)",YES,,,,,,
ps_rpt,studentterm_v,7,cumulativegpa,"float(8,3)",YES,,,,,,
ps_rpt,studentterm_v,8,enrolledindicator,varchar(25),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,9,expectedgraduationterm,varchar(27),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,10,expectedgradtermsourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,11,fullyenrolleddate,date,YES,,,,,,
ps_rpt,studentterm_v,12,gendersourcekey,varchar(1),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,13,gpacumulativeband,varchar(11),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,14,gpatermband,varchar(11),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,15,graduationapplystatussourcekey,varchar(5),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,16,major,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,17,majorsourcekey,varchar(10),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,18,plan,varchar(50),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,19,plansourcekey,varchar(10),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,20,primaryacademicgroupsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,21,programsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,22,programstatussourcekey,varchar(2),YES,MUL,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,23,starttermforinstsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,24,starttermformajorsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,25,starttermforprogramsourcekey,varchar(4),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,studentterm_v,26,dt,datetime,YES,,,,,,
ps_rpt,studentterm_v,27,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
ps_rpt,ub_display_name_v,1,emplid,varchar(8),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,2,name_type,varchar(3),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,3,effdt,date,NO,,,,,,
ps_rpt,ub_display_name_v,4,eff_status,varchar(1),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,5,name,varchar(50),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,6,name_prefix,varchar(4),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,7,name_suffix,varchar(15),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,8,last_name,varchar(30),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,9,first_name,varchar(30),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,10,middle_name,varchar(30),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,11,name_display,varchar(50),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,12,name_formal,varchar(60),NO,,,,latin1,latin1_swedish_ci,
ps_rpt,ub_display_name_v,13,lastupddttm,date,YES,,,,,,
ps_rpt,ub_display_name_v,14,ts,timestamp,NO,,CURRENT_TIMESTAMP,DEFAULT_GENERATED on update CURRENT_TIMESTAMP,,,
ps_rpt,viewhelperaddresslookup_v,1,emplid,varchar(8),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,viewhelperaddresslookup_v,2,address_type,varchar(4),NO,PRI,,,latin1,latin1_swedish_ci,
ps_rpt,viewhelperaddresslookup_v,3,effdt,date,NO,PRI,,,,,
ps_rpt,viewhelperaddresslookup_v,4,eff_status,varchar(1),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,viewhelperaddresslookup_v,5,address1,varchar(55),YES,,,,latin1,latin1_swedish_ci,
ps_rpt,viewhelperaddresslookup_v,6,address2,varchar(55),YES,,,,latin1,latin1_swedish_ci,
